224,Illinois,Algonquin; Arlington Heights; Buffalo Grove; Carpentersville; Des Plaines; Elk Grove Village; Evanston; Glenview; Gurnee; Highland Park; Hoffman Estates; Lake Forest; Lake in the Hills; Libertyville; Morton Grove; Mount Prospect; Mundelein; Niles; North Chicago; Northbrook; Palatine; Park Ridge; Rolling Meadows; Round Lake Beach; Schaumburg; Skokie; South Elgin; Vernon Hills; Waukegan; Wheeling; Wilmette; Zion
225,Louisiana,Baton Rouge
226,Ontario,Amherstburg; Aylmer; Brantford; Goderich; Guelph; Hanover; Kitchener; London; Orangeville; Owen Sound; Paris; Petrolia; Sarnia; St. Thomas; Stratford; Windsor; Woodstock
228,Mississippi,Biloxi; Pascagoula; West Gulfport
229,Georgia,Albany; Valdosta
231,Michigan,Muskegon; Norton Shores; Shelby
234,Ohio,Akron; Alliance; Austintown; Barberton; Boardman; Brunswick; Cuyahoga Falls; Green; Hudson; Kent; Massillon; Medina; Niles; North Canton; Stow; Warren; Wooster; Youngstown
236,British Columbia,Aldergrove; Cranbrook; Duncan; Kamloops; Nelson; Penticton; Prince George; Quesnel; Richmond; Salmon Arm; Terrace; Vernon; Victoria; West Kelowna; West Vancouver; White Rock; Williams Lake
239,Florida,Bonita Springs; Cape Coral; Golden Gate; Lehigh Acres; Naples; North Fort Myers
240,Maryland,Aspen Hill; Bowie; Chillum; Clinton; College Park; Cumberland; Fairland; Fort Washington; Frederick; Gaithersburg; Germantown; Greenbelt; Hagerstown; Landover; Montgomery Village; North Bethesda; North Potomac; Olney; Potomac; Rockville; Saint Charles; Silver Spring; South Laurel; Suitland; Waldorf; White Oak
248,Michigan,Farmington Hills; Ferndale; Madison Heights; Novi; Oak Park; Pontiac; Rochester Hills; Royal Oak; Southfield; Troy; Waterford; West Bloomfield Township
249,Ontario,Barrie; Bracebridge; Collingwood; Greater Sudbury; Huntsville; Kapuskasing; Kirkland Lake; Midland; North Bay; Orillia; Parry Sound; Peterborough; Temiskaming Shores; Timmins
250,British Columbia,Campbell River; Castlegar; Courtenay; Cranbrook; Dawson Creek; Duncan; Fernie; Fort St. John; Kamloops; Kimberley; Kitimat; Ladysmith; Merritt; Nanaimo; Nelson; North Saanich; Parksville; Penticton; Port Alberni; Prince George; Prince Rupert; Quesnel; Revelstoke; Salmon Arm; Smithers; Sooke; Summerland; Terrace; Trail; Vernon; Victoria; West Kelowna; Williams Lake
251,Alabama,Mobile; Prichard
252,North Carolina,Greenville; Havelock; Kinston; New Bern; Rocky Mount; Wilson
253,Washington,Auburn; East Hill-Meridian; Federal Way; Lakewood; Parkland; Puyallup; South Hill; Spanaway; Tacoma; University Place
254,Texas,Copperas Cove; Fort Hood; Killeen; Temple; Waco
256,Alabama,Anniston; Decatur; Florence; Gadsden; Huntsville; Madison
260,Indiana,Fort Wayne
262,Wisconsin,Brookfield; Caledonia; Kenosha; Menomonee Falls; Mequon; Muskego; New Berlin; Racine; Waukesha; West Bend
267,Pennsylvania,Levittown; Philadelphia
269,Michigan,Battle Creek; Kalamazoo; Portage
270,Kentucky,Bowling Green; Elizabethtown; Henderson; Hopkinsville; Owensboro; Paducah; Radcliff
272,Pennsylvania,Back Mountain; Hazleton; Scranton; Wilkes-Barre; Williamsport
276,Virginia,Richmond
281,Texas,Alvin; Atascocita; Baytown; Channelview; Cloverleaf; Deer Park; Friendswood; La Porte; League City; Mission Bend; Missouri City; Pasadena; Pearland; Rosenberg; South Houston; Spring; Sugar Land; The Woodlands
289,Ontario,Ajax; Ancaster; Brampton; Burlington; Cobourg; Fort Erie; Hamilton; Keswick; Markham; Milton; Newmarket; Niagara Falls; Oakville; Oshawa; Pickering; Port Colborne; Richmond Hill; St. Catharines; Uxbridge; Welland
301,Maryland,Aspen Hill; Bowie; Chillum; Clinton; College Park; Cumberland; Fairland; Fort Washington; Frederick; Gaithersburg; Germantown; Greenbelt; Hagerstown; Landover; Montgomery Village; North Bethesda; North Potomac; Olney; Potomac; Rockville; Saint Charles; Silver Spring; South Laurel; Suitland; Waldorf; White Oak
302,Delaware,Dover; Newark; Wilmington
303,Colorado,Arvada; Aurora; Boulder; Brighton; Broomfield; Castle Rock; Castlewood; Columbine; Commerce City; Denver; Englewood; Highlands Ranch; Ken Caryl; Lafayette; Lakewood; Littleton; Longmont; Loveland; Northglenn; Parker; Southglenn; Thornton; Westminster; Wheat Ridge
304,West Virginia,Huntington; Morgantown; Parkersburg; South Charleston; Weirton; Wheeling
305,Florida,Aventura; Carol City; Coral Gables; Coral Terrace; Country Club; Cutler Ridge; Doral; Golden Glades; Hialeah; Homestead; Kendale Lakes; Kendall West; Key West; Leisure City; Miami Lakes; Miramar; Norland; North Miami; North Miami Beach; Richmond Heights; Richmond West; South Miami Heights; Tamiami; West Little River; West Miami; Westchester
306,Saskatchewan,Estevan; Lloydminster; Melfort; Moose Jaw; North Battleford; Prince Albert; Regina; Saskatoon; Swift Current; Weyburn; Yorkton
307,Wyoming,Casper; Cheyenne; Gillette; Laramie
308,Nebraska,Grand Island; Kearney; North Platte
309,Illinois,Bloomington; East Moline; East Peoria; Galesburg; Moline; Normal; Pekin; Peoria; Rock Island
310,California,Beverly Hills; Culver City; Gardena; Hawthorne; Inglewood; Lawndale; Lennox; Lomita; Lynwood; Manhattan Beach; Rancho Palos Verdes; Redondo Beach; Santa Monica; Torrance; West Carson
312,Illinois,West Chicago
313,Michigan,Allen Park; Dearborn; Dearborn Heights; Detroit; Hamtramck; Inkster; Lincoln Park; Redford; Taylor
314,Missouri,Affton; Ferguson; Florissant; Hazelwood; Kirkwood; Maryland Heights; Mehlville; Oakville; Spanish Lake; St. Louis; University City; Webster Groves
315,New York,Auburn; Rome; Syracuse; Utica; Watertown
316,Kansas,Wichita
317,Indiana,Carmel; Fishers; Greenwood; Indianapolis; Lawrence; Noblesville
318,Louisiana,Alexandria; Bossier City; Ruston; Shreveport; West Monroe
319,Iowa,Burlington; Cedar Falls; Cedar Rapids; Iowa City; Marion; Waterloo
320,Minnesota,Saint Cloud
321,Florida,Altamonte Springs; Casselberry; Kissimmee; Merritt Island; Oak Ridge; Ocoee; Orlando; Oviedo; Palm Bay; Pine Hills; Rockledge; Saint Cloud; Sanford; South Apopka; Titusville; University Park; Wekiwa Springs; West Melbourne; Winter Park; Winter Springs
323,California,Bell; Bell Gardens; Cudahy; East Los Angeles; Florence-Graham; Huntington Park; Maywood; Montebello; South Gate; West Hollywood; Westmont
325,Texas,Abilene; San Angelo
330,Ohio,Akron; Alliance; Austintown; Barberton; Boardman; Brunswick; Cuyahoga Falls; Green; Hudson; Kent; Massillon; Medina; Niles; North Canton; Stow; Warren; Wooster; Youngstown
331,Illinois,Addison; Bartlett; Batavia; Bensenville; Bloomingdale; Bolingbrook; Carol Stream; Darien; Downers Grove; Elmhurst; Glen Ellyn; Glendale Heights; Hanover Park; Lisle; Lombard; Naperville; North Aurora; Roselle; Saint Charles; Streamwood; Villa Park; West Chicago; Westmont; Wheaton; Woodridge
334,Alabama,Auburn; Dothan; Enterprise; Montgomery; Opelika; Phenix City; Prattville; Selma
336,North Carolina,Asheboro; Burlington; Greensboro; High Point; Winston-Salem
337,Louisiana,Lafayette; Lake Charles; New Iberia; Opelousas; Sulphur
339,Massachusetts,Arlington; Braintree; Burlington; Dedham; Lexington; Lynn; Malden; Marblehead; Medford; Melrose; Needham; Norwood; Randolph; Reading; Revere; Saugus; Stoneham; Wakefield; Waltham; Wellesley; Weymouth; Winchester; Woburn
343,Ontario,Belleville; Brockville; Carleton Place; Clarence-Rockland; Cornwall; Gananoque; Greater Napanee; Hawkesbury; Kingston; Ottawa; Pembroke; Perth; Renfrew; Smiths Falls
346,Texas,Alvin; Atascocita; Baytown; Channelview; Cloverleaf; Deer Park; Friendswood; La Porte; League City; Mission Bend; Missouri City; Pasadena; Pearland; Rosenberg; South Houston; Spring; Sugar Land; The Woodlands
347,New York,Borough of Queens; Brooklyn; New York City; Staten Island; The Bronx
351,Massachusetts,Beverly; Chelmsford; Danvers; Fitchburg; Gardner; Gloucester; Haverhill; Lawrence; Leominster; Lowell; Methuen; Salem; South Peabody; Wilmington
352,Florida,Gainesville; Oakland Park; Ocala; Spring Hill
360,Washington,Bellingham; Bremerton; Lacey; Longview; Marysville; Mount Vernon; Olympia; Vancouver
361,Texas,Corpus Christi; Kingsville; Victoria
364,Kentucky,Bowling Green; Elizabethtown; Henderson; Hopkinsville; Owensboro; Paducah; Radcliff
365,Ontario,Hamilton; Oshawa
385,Utah,American Fork; Clearfield; Cottonwood Heights; Draper; East Millcreek; Kaysville; Kearns; Layton; Magna; Midvale; Millcreek; Murray; Orem; Pleasant Grove; Provo; Riverton; Roy; Salt Lake City; Sandy City; South Jordan; South Ogden; South Salt Lake; Spanish Fork; Springville; Taylorsville; West Bountiful; West Jordan; West Valley City
386,Florida,Daytona Beach; DeLand; Deltona; New Smyrna Beach; Ormond Beach; Palm Coast; Port Orange
401,Rhode Island,Bristol; Cranston; East Providence; Newport East; North Providence; Pawtucket; Providence; West Warwick; Woonsocket
402,Nebraska,Bellevue; Columbus; Fremont; Hastings; Lincoln; Norfolk; Omaha
403,Alberta,Airdrie; Banff; Brooks; Calgary; Canmore; Coaldale; Cochrane; High River; Lacombe; Lethbridge; Medicine Hat; Okotoks; Olds; Ponoka; Red Deer; Rocky Mountain House; Stettler; Strathmore; Sylvan Lake; Taber
404,Georgia,Atlanta; Candler-McAfee; College Park; East Point; Forest Park; Sandy Springs; Tucker
405,Oklahoma,Bethany; Del City; Edmond; Midwest City; Moore; Norman; Oklahoma City; Shawnee; Stillwater; Yukon
406,Montana,Billings; Bozeman; Butte; Great Falls; Helena; Missoula
407,Florida,Altamonte Springs; Casselberry; Kissimmee; Oak Ridge; Ocoee; Orlando; Oviedo; Pine Hills; Saint Cloud; Sanford; South Apopka; University Park; Wekiwa Springs; Winter Park; Winter Springs
408,California,Campbell; Gilroy; Los Gatos; Milpitas; Morgan Hill; San Jose; Santa Clara; Saratoga; Sunnyvale
409,Texas,Beaumont; Galveston; Port Arthur; Texas City
410,Maryland,Annapolis; Arbutus; Arnold; Baltimore; Bel Air North; Bel Air South; Carney; Catonsville; Columbia; Crofton; Dundalk; Edgewood; Eldersburg; Ellicott City; Essex; Glen Burnie; Lochearn; Middle River; Milford Mill; Odenton; Parkville; Perry Hall; Pikesville; Randallstown; Reisterstown; Salisbury; Severn; Severna Park; South Gate; Towson; West Elkridge
412,Pennsylvania,Bethel Park; McKeesport; Monroeville; Mount Lebanon; Penn Hills; Pittsburgh; Plum; Upper Saint Clair; West Mifflin
413,Massachusetts,Agawam; Holyoke; North Chicopee; Northampton; Pittsfield; West Springfield; Westfield
414,Wisconsin,Franklin; Greenfield; Oak Creek; South Milwaukee; Wauwatosa; West Allis
415,California,Novato; San Anselmo; San Rafael; South San Francisco
416,Ontario,Ancaster; Toronto
417,Missouri,Joplin; Springfield
418,Québec,Alma; Amqui; Baie-Comeau; Baie-Saint-Paul; Beauceville; Chandler; Chibougamau; Côte-Saint-Luc; Dolbeau-Mistassini; Donnacona; Gaspé; Jonquière; La Malbaie; La Tuque; Laval; Matane; Mont-Joli; Montmagny; Notre-Dame-de-l'Île-Perrot; Notre-Dame-des-Prairies; Pointe-Claire; Pont-Rouge; Port-Cartier; Québec; Rimouski; Rivière-du-Loup; Roberval; Saint-Augustin-de-Desmaures; Saint-Basile-le-Grand; Saint-Félicien; Saint-Henri; Saint-Jean-sur-Richelieu; Saint-Lambert-de-Lauzon; Saint-Lin-Laurentides; Saint-Raymond; Sainte-Adèle; Sainte-Agathe-des-Monts; Sainte-Anne-des-Monts; Sainte-Anne-des-Plaines; Sainte-Catherine; Sainte-Marie; Sainte-Marthe-sur-le-Lac; Sept-Îles; Thetford-Mines; Trois-Rivières; Val-d'Or; Val-des-Monts
419,Ohio,Ashland; Bowling Green; Findlay; Lima; Mansfield; Sandusky; Toledo
423,Tennessee,Bristol; East Chattanooga; East Ridge; Johnson City; Kingsport; Morristown; South Cleveland
424,California,Beverly Hills; Culver City; Gardena; Hawthorne; Inglewood; Lawndale; Lennox; Lomita; Lynwood; Manhattan Beach; Rancho Palos Verdes; Redondo Beach; Santa Monica; Torrance; West Carson
425,Washington,Bellevue; Bothell; City of Sammamish; Cottage Lake; Edmonds; Everett; Fairwood; Inglewood-Finn Hill; Kirkland; Lynnwood; Mountlake Terrace; North Creek; Redmond; Renton
431,Manitoba,Brandon; Dauphin; Flin Flon; Morden; Portage la Prairie; Selkirk; Steinbach; The Pas; Thompson; Winkler; Winnipeg
432,Texas,Big Spring; Midland; West Odessa
434,Virginia,Charlottesville; Danville; West Lynchburg
435,Utah,Cedar City; North Logan; Saint George; Tooele
437,Ontario,Toronto
438,Québec,Montréal-Ouest; Notre-Dame-de-l'Île-Perrot; Pointe-Claire; Sainte-Adèle
440,Ohio,Ashtabula; Eastlake; Elyria; Lorain; Mentor; North Olmsted; North Ridgeville; North Royalton; Parma; Parma Heights; Rocky River; Solon; Strongsville; Westlake; Willoughby
442,California,Apple Valley; Barstow; Brawley; Calexico; Carlsbad; Cathedral City; Coachella; El Centro; Encinitas; Escondido; Fallbrook; Hesperia; Indio; La Quinta; Oceanside; Palm Desert; Palm Springs; Ridgecrest; San Marcos; Victorville; Vista
443,Maryland,Annapolis; Arbutus; Arnold; Baltimore; Bel Air North; Bel Air South; Carney; Catonsville; Columbia; Crofton; Dundalk; Edgewood; Eldersburg; Ellicott City; Essex; Glen Burnie; Lochearn; Middle River; Milford Mill; Odenton; Parkville; Perry Hall; Pikesville; Randallstown; Reisterstown; Salisbury; Severn; Severna Park; South Gate; Towson; West Elkridge
450,Québec,Acton Vale; Baie-Saint-Paul; Beauharnois; Beloeil; Boucherville; Bromont; Brownsburg-Chatham; Chambly; Châteauguay; Cowansville; Farnham; Granby; Hudson; Joliette; L'Assomption; La Prairie; Lachute; Laval; Lavaltrie; Longueuil; Marieville; Mascouche; Mirabel; Notre-Dame-des-Prairies; Pont-Rouge; Québec; Rawdon; Rivière-du-Loup; Saint-Augustin-de-Desmaures; Saint-Bruno-de-Montarville; Saint-Constant; Saint-Eustache; Saint-Hyacinthe; Saint-Jean-sur-Richelieu; Saint-Jérôme; Saint-Lambert-de-Lauzon; Saint-Lin-Laurentides; Saint-Sauveur; Sainte-Adèle; Sainte-Anne-des-Plaines; Sainte-Julie; Sainte-Marthe-sur-le-Lac; Salaberry-de-Valleyfield; Sorel-Tracy; Terrebonne; Varennes; Vaudreuil-Dorion
458,Oregon,Albany; Corvallis; Grants Pass; Gresham; Medford; North Bend; Roseburg North; Springfield
469,Texas,Allen; Carrollton; Cedar Hill; Coppell; Dallas; DeSoto; Duncanville; Farmers Branch; Flower Mound; Frisco; Garland; Grand Prairie; Irving; Lancaster; Lewisville; McKinney; Mesquite; Plano; Richardson; Rowlett; The Colony; University Park; Waxahachie
478,Georgia,Macon; Warner Robins
479,Arkansas,Fayetteville; Fort Smith; Rogers; Russellville; Springdale
480,Arizona,Apache Junction; Chandler; Fountain Hills; Gilbert; Mesa; Scottsdale; Tempe
484,Pennsylvania,Allentown; Bethlehem; Drexel Hill; Easton; Norristown; Pottstown; Radnor; Reading; Springfield; West Chester
501,Arkansas,Benton; Conway; Hot Springs; Jacksonville; North Little Rock; Sherwood
502,Kentucky,Frankfort; Louisville
503,Oregon,Aloha; Beaverton; Gresham; Hillsboro; Keizer; Lake Oswego; McMinnville; Milwaukie; Oregon City; Portland; Salem; Tigard; Tualatin; West Linn; Woodburn
504,Louisiana,Chalmette; Harvey; Kenner; Marrero; Metairie; New Orleans; Terrytown
505,New Mexico,Albuquerque; Farmington; Gallup; Rio Rancho; Santa Fe; South Valley
506,New Brunswick,Bathurst; Campbellton; Edmundston; Fredericton; Miramichi; Moncton; Oromocto; Sackville; Saint John
507,Minnesota,Austin; Faribault; North Mankato; Owatonna; Rochester; Winona
508,Massachusetts,Attleboro; Barnstable; Brockton; Fall River; Framingham; Franklin; Marlborough; Milford; New Bedford; Taunton; Worcester
509,Washington,Kennewick; Opportunity; Pasco; Pullman; Spokane; Walla Walla; Wenatchee; West Richland; Yakima
510,California,Alameda; Berkeley; Castro Valley; El Cerrito; Fremont; Hayward; Newark; Oakland; Richmond; San Leandro; San Lorenzo; San Pablo; Union City
512,Texas,Austin; Cedar Park; Georgetown; Round Rock; San Marcos
513,Ohio,Cincinnati; Fairfield; Hamilton; Mason; Middletown; Norwood; Oxford
514,Québec,Jonquière; Montréal-Ouest; Notre-Dame-de-l'Île-Perrot; Pointe-Claire; Sainte-Adèle
515,Iowa,Ames; Ankeny; Fort Dodge; Urbandale; West Des Moines
516,New York,Baldwin; East Meadow; Elmont; Franklin Square; Freeport; Garden City; Glen Cove; Hicksville; Levittown; Long Beach; North Bellmore; North Massapequa; North Merrick; Oceanside; Plainview; Rockville Centre; Uniondale; Valley Stream; West Hempstead
517,Michigan,Adrian; Clinton; East Lansing; Jackson; Lansing; Okemos
518,New York,Rotterdam; Saratoga Springs; Schenectady; Troy; West Albany
519,Ontario,Amherstburg; Ancaster; Aylmer; Brantford; Dorchester; Goderich; Guelph; Hanover; Ingersoll; Kitchener; London; Orangeville; Owen Sound; Paris; Petrolia; Sarnia; St. Thomas; Stratford; Windsor; Woodstock
520,Arizona,Casa Grande; Catalina Foothills; Drexel Heights; Nogales; Oro Valley; Sierra Vista; Tucson
530,California,Chico; Davis; Paradise; Redding; South Lake Tahoe; Woodland; Yuba City
531,Nebraska,Bellevue; Columbus; Fremont; Hastings; Lincoln; Norfolk; Omaha
539,Oklahoma,Bartlesville; Broken Arrow; Muskogee; Tulsa
540,Virginia,Blacksburg; Cave Spring; Harrisonburg; Roanoke; Salem; Staunton; Winchester
541,Oregon,Albany; Corvallis; Grants Pass; Gresham; Medford; North Bend; Roseburg North; Springfield
551,New Jersey,Bayonne; Bergenfield; Cliffside Park; Englewood; Fair Lawn; Fort Lee; Hackensack; Hoboken; Jersey City; Kearny; North Bergen; Paramus; Ridgewood; Teaneck; Union City; West New York
559,California,Clovis; Fresno; Hanford; Madera; Porterville; Reedley; Tulare; Visalia
561,Florida,Boca Del Mar; Boca Raton; Boynton Beach; Delray Beach; Jupiter; Lake Worth; Palm Beach Gardens; Riviera Beach; Royal Palm Beach; University Park; Wellington; West Palm Beach
562,California,Bellflower; Cerritos; Downey; La Habra; La Mirada; Lakewood; Long Beach; Norwalk; Paramount; Pico Rivera; Seal Beach; South Whittier; West Whittier-Los Nietos; Whittier
563,Iowa,Bettendorf; Clinton; Davenport; Dubuque; Muscatine
567,Ohio,Ashland; Bowling Green; Findlay; Lima; Mansfield; Sandusky; Toledo
570,Pennsylvania,Back Mountain; Hazleton; Scranton; Wilkes-Barre; Williamsport
571,Virginia,Alexandria; Annandale; Arlington; Burke; Centreville; Chantilly; Dale City; Fairfax; Franconia; Groveton; Herndon; Lake Ridge; Leesburg; Manassas; McLean; Mount Vernon; Oakton; Reston; West Springfield
573,Missouri,Cape Girardeau; Columbia; Jefferson City
574,Indiana,Elkhart; Goshen; Granger; Mishawaka; South Bend
575,New Mexico,Alamogordo; Carlsbad; Clovis; Hobbs; Las Cruces; Roswell
579,Québec,Baie-Saint-Paul; Beloeil; Boucherville; Bromont; Chambly; Châteauguay; Cowansville; Granby; Joliette; L'Assomption; La Prairie; Lachute; Laval; Lavaltrie; Longueuil; Marieville; Mascouche; Mirabel; Notre-Dame-des-Prairies; Pont-Rouge; Rawdon; Saint-Augustin-de-Desmaures; Saint-Bruno-de-Montarville; Saint-Constant; Saint-Eustache; Saint-Hyacinthe; Saint-Jean-sur-Richelieu; Saint-Jérôme; Saint-Lambert-de-Lauzon; Saint-Sauveur; Sainte-Adèle; Sainte-Anne-des-Plaines; Sainte-Julie; Salaberry-de-Valleyfield; Sorel-Tracy; Terrebonne; Vaudreuil-Dorion
580,Oklahoma,Altus; Ardmore; Duncan; Enid; Lawton; Ponca City
581,Québec,Alma; Amqui; Baie-Saint-Paul; Beauceville; Chandler; Chibougamau; Dolbeau-Mistassini; Donnacona; Gaspé; Jonquière; La Malbaie; La Tuque; Laval; Matane; Mont-Joli; Montmagny; Notre-Dame-de-l'Île-Perrot; Notre-Dame-des-Prairies; Pointe-Claire; Pont-Rouge; Port-Cartier; Québec; Rimouski; Rivière-du-Loup; Roberval; Saint-Basile-le-Grand; Saint-Félicien; Saint-Henri; Saint-Jean-sur-Richelieu; Saint-Lambert-de-Lauzon; Saint-Lin-Laurentides; Sainte-Adèle; Sainte-Agathe-des-Monts; Sainte-Anne-des-Monts; Sainte-Anne-des-Plaines; Sainte-Catherine; Sainte-Marie; Sainte-Marthe-sur-le-Lac; Sept-Îles; Thetford-Mines; Trois-Rivières; Val-d'Or; Val-des-Monts
585,New York,Brighton; Irondequoit; Rochester
586,Michigan,Clinton; Eastpointe; Roseville; Saint Clair Shores; Shelby; Sterling Heights; Warren
587,Alberta,Airdrie; Banff; Beaumont; Bonnyville; Brooks; Calgary; Camrose; Canmore; Coaldale; Cochrane; Cold Lake; Devon; Drayton Valley; Edmonton; Edson; Fort McMurray; Fort Saskatchewan; Grande Prairie; High River; Hinton; Lacombe; Leduc; Lethbridge; Medicine Hat; Morinville; Okotoks; Olds; Peace River; Ponoka; Red Deer; Rocky Mountain House; Sherwood Park; Slave Lake; Spruce Grove; St. Albert; Stettler; Stony Plain; Strathmore; Sylvan Lake; Taber; Vegreville; Wainwright; Westlock; Wetaskiwin
601,Mississippi,Clinton; Jackson; Meridian; Pearl; Ridgeland; Vicksburg; West Hattiesburg
602,Arizona,Phoenix
603,New Hampshire,Derry; Dover; East Concord; Keene; Manchester; Nashua; Portsmouth; Rochester
604,British Columbia,Abbotsford; Aldergrove; Chilliwack; Gibsons; Ladner; Langley; New Westminster; North Vancouver; Pitt Meadows; Port Moody; Powell River; Richmond; Sechelt; West Vancouver; Whistler; White Rock
605,South Dakota,Aberdeen; Pierre; Rapid City; Sioux Falls; Watertown
606,Kentucky,Ashland
607,New York,Binghamton; Elmira; Ithaca
608,Wisconsin,Beloit; Fitchburg; Janesville; Madison; North La Crosse; Sun Prairie
609,New Jersey,Atlantic City; Ewing; Trenton; Willingboro
610,Pennsylvania,Allentown; Bethlehem; Drexel Hill; Easton; Norristown; Pottstown; Radnor; Reading; Springfield; West Chester
612,Minnesota,Crystal; Golden Valley; Minneapolis; Richfield; Saint Louis Park
613,Ontario,Ancaster; Arnprior; Belleville; Brockville; Carleton Place; Clarence-Rockland; Cornwall; Gananoque; Greater Napanee; Hawkesbury; Kingston; Ottawa; Pembroke; Perth; Petawawa; Renfrew; Smiths Falls
614,Ohio,Columbus; Dublin; Gahanna; Grove City; Hilliard; Reynoldsburg; Upper Arlington; Westerville
615,Tennessee,Brentwood; Franklin; Gallatin; Hendersonville; Lebanon; Murfreesboro; Nashville; Smyrna
616,Michigan,Forest Hills; Grand Rapids; Holland; Kentwood; Walker; Wyoming
617,Massachusetts,Belmont; Brookline; Cambridge; Chelsea; Everett; Milton; Newton; Quincy; Somerville; South Boston; Watertown
618,Illinois,Belleville; Carbondale; Collinsville; East Alton; East Saint Louis; Edwardsville; Granite City; O'Fallon
619,California,Chula Vista; Coronado; El Cajon; Imperial Beach; La Mesa; La Presa; Lemon Grove; National City; Rancho San Diego; San Diego; Santee; Spring Valley
620,Kansas,Dodge City; Emporia; Garden City; Hutchinson
623,Arizona,Avondale; Glendale; Peoria; Sun City West; Surprise
626,California,Alhambra; Altadena; Arcadia; Azusa; Baldwin Park; Duarte; Glendora; Hacienda Heights; La Puente; Monrovia; Monterey Park; Rosemead; Rowland Heights; South El Monte; South Pasadena; South San Gabriel; South San Jose Hills; Temple City; Valinda; Walnut; West Covina; West Puente Valley
628,California,Novato; San Anselmo; San Rafael; South San Francisco
629,Tennessee,Brentwood; Franklin; Gallatin; Hendersonville; Lebanon; Murfreesboro; Nashville; Smyrna
630,Illinois,Addison; Bartlett; Batavia; Bensenville; Bloomingdale; Bolingbrook; Carol Stream; Darien; Downers Grove; Elmhurst; Glen Ellyn; Glendale Heights; Hanover Park; Lisle; Lombard; Naperville; North Aurora; Roselle; Saint Charles; Streamwood; Villa Park; West Chicago; Westmont; Wheaton; Woodridge
631,New York,Brentwood; Centereach; Central Islip; Commack; Copiague; Coram; Deer Park; Dix Hills; East Northport; East Patchogue; Hauppauge; Holbrook; Huntington Station; Medford; North Bay Shore; North Lindenhurst; Ronkonkoma; Selden; Shirley; Smithtown; West Babylon; West Islip
636,Missouri,Ballwin; Chesterfield; O'Fallon; Saint Charles; Saint Peters; Wildwood
639,Saskatchewan,Estevan; Lloydminster; Prince Albert; Regina; Saskatoon
641,Iowa,Marshalltown; Mason City; Ottumwa
646,New York,New York City
647,Ontario,Toronto
650,California,Belmont; Burlingame; Daly City; East Palo Alto; Foster City; Los Altos; Menlo Park; Millbrae; Mountain View; Pacifica; Palo Alto; Redwood City; San Bruno; San Carlos; San Mateo; South San Francisco
651,Minnesota,Apple Valley; Cottage Grove; Eagan; Inver Grove Heights; Lakeville; Maplewood; New Brighton; Oakdale; Roseville; Saint Paul; Shoreview; South Saint Paul; White Bear Lake; Woodbury
657,California,Anaheim; Brea; Buena Park; Cypress; Fountain Valley; Fullerton; Garden Grove; Huntington Beach; North Tustin; Orange; Placentia; Santa Ana; Stanton; Westminster; Yorba Linda
660,Missouri,Sedalia
661,California,Bakersfield; Delano; Lancaster; Oildale; Palmdale; Santa Clarita; Wasco
662,Mississippi,Clarksdale; Columbus; Greenville; Olive Branch; Southaven; Starkville; Tupelo
